date,price,volume,market_cap,pct_change_1d,pct_change_3d,pct_change_5d,volatility_3d,volatility_5d,will_price_go_up_3d
2025-03-18,84075.36559694471,19659366246.596867,1667799227887.438,0.017730748634636084,0.001234420941702341,0.002278375478718564,0.019798052027320726,0.02801438476222402,1
2025-03-19,82780.03048688271,24557570268.85276,1642578274105.806,-0.015406832915503599,-0.01909738237083125,0.020729380443516687,0.020971289077227933,0.023362961070968805,1
2025-03-20,86815.44109470697,33871216993.304657,1721565138141.278,0.0487486001646702,0.05089931195699826,0.03386535730290241,0.0320835524275707,0.028080406330995403,0
2025-03-21,84270.84358966233,27579127651.06656,1672550706502.8184,-0.0293104253455182,0.002325032919330061,-0.001431980868664473,0.0416382054924018,0.032529236834024866,1
2025-03-22,84009.532917822,18091004975.919056,1666749159154.2927,-0.0031008431945065418,0.014852645302348755,0.01693384526903685,0.03972513569682585,0.03052557860881902,1
2025-03-23,83793.30854192551,7771134681.982918,1662574363663.653,-0.0025738076190472414,-0.03481100268193782,-0.0033548121143044396,0.015286522879538304,0.02953217386926685,1
2025-03-24,85787.70914901773,12617587530.619724,1702009594329.4495,0.023801430469765128,0.017999885781865732,0.03633338432524025,0.01538215025631288,0.0297323464327435,1
2025-03-25,87327.72969669085,27270889835.1835,1732715331970.134,0.017951528988820797,0.03949786010731304,0.005900892692868087,0.013851377635723909,0.020946034139451956,0
2025-03-26,87520.58391530563,30351832942.705593,1735368473904.4885,0.0022083961106582617,0.044481778297549956,0.038563044906340105,0.011167860978344804,0.012416801729833738,0
2025-03-27,86960.8555491039,25522877558.700558,1724854479045.6724,-0.0063953911315695056,0.013674993909073452,0.03513080633562016,0.01234668583789246,0.013193538233230377,0
2025-03-28,87227.27158032371,24620445368.489468,1729729987159.4822,0.0030636316712566725,-0.0011503575864854065,0.040981351591816484,0.00523178897315944,0.012387257056881209,0
2025-03-29,84359.46915506005,31674486232.097313,1673182800974.1038,-0.03287736017998477,-0.03611852913715263,-0.016648538679086777,0.018630274162934526,0.01875384464905509,0
2025-03-30,82679.17255385047,16837439419.924389,1640665503855.1438,-0.01991829273037571,-0.04923690053665242,-0.05323116905690639,0.018201928348469423,0.015422151397683532,1
2025-03-31,82356.38111183756,13428975108.070734,1633996304187.2593,-0.0039041445631627925,-0.05584137139954859,-0.059005579858396606,0.014513428229653654,0.01433902754399914,1
2025-04-01,82514.09365397849,30326148749.91535,1635076581047.3545,0.001915000878034645,-0.021875143591641222,-0.051135213275523395,0.011306400141647872,0.015579945680453608,1
2025-04-02,85237.5876052852,29172899851.734768,1690602036035.04,0.03300640933811416,0.030943887951568216,-0.02281034290068673,0.019844928499898072,0.02495562160074884,0
2025-04-03,82526.4221526433,46332905657.77597,1637358764747.381,-0.03180715842401194,0.0020646978231695368,-0.021729001151577387,0.032415681066627414,0.024652588877636845,1
2025-04-04,83163.98757387721,36594464539.14662,1652537223074.958,0.0077255914482110555,0.00787615655846663,0.005863810740376785,0.03266689616849123,0.023292122796853554,0
2025-04-05,83852.00765399594,35647289400.47406,1664234880198.049,0.008273053038823308,-0.016255504058908188,0.018160420868024385,0.02298391240831491,0.02323711052250473,0
2025-04-05,82963.33537511666,24117386550.225803,1646606100644.1438,-0.010598103775240175,0.005294222275445737,0.005444424112831747,0.010740717545366932,0.024149818363410666,0
