date,price,volume,market_cap,pct_change_1d,pct_change_3d,pct_change_5d,volatility_3d,volatility_5d,will_price_go_up_3d
2025-01-11,94736.6267420969,63433655716.757095,1876836759923.398,0.02555148428118903,-0.022851203341917814,-0.0368828126422015,0.02880391126698435,0.03805824184015134,0
2025-01-12,94559.55167224213,17836423168.41627,1874286243377.8525,-0.0018691299864076472,-0.004811392821661653,-0.07502580734998066,0.026673860363263465,0.028922797518684283,1
2025-01-13,94454.77089638807,19608932595.53299,1870314882306.9236,-0.0011080929848023002,0.0225003129353174,-0.025758369344515697,0.015616243274933841,0.020624945924348246,1
2025-01-14,94456.3493746993,76328330233.31137,1870609367804.8223,1.6711472552000117e-05,-0.002958490048000084,-0.005897541697507114,0.0009487500894533092,0.018870847563215117,1
2025-01-15,96574.07768799194,51241728228.81719,1912603332624.1123,0.022420179557139264,0.021304310142379546,0.04544242413897481,0.013271273338130768,0.013739212401003778,1
2025-01-16,100313.15239828422,57637319739.543396,1986831430651.8647,0.03871716717163309,0.06202314024267208,0.058863460183867344,0.019430356227823086,0.018231130312836772,1
2025-01-17,100044.57926776377,50150102497.2729,1980935754458.284,-0.0026773471284613493,0.05916203548050003,0.058006066003079004,0.020852591626230862,0.018383743864392517,1
2025-01-18,104160.69358484233,69135117732.00064,2063854663834.0774,0.041142802010911694,0.07855747710437333,0.10275735779509909,0.024629233947726762,0.02071697753045525,0
2025-01-19,104334.61575724394,49416447749.13053,2067151195362.0425,0.001669748601087706,0.040089093631439976,0.10458022618848517,0.024142716836117042,0.02032943681718554,1
2025-01-20,101275.33714814208,72970313683.92325,2014842808849.5005,-0.029321798780760466,0.012302094620081805,0.048680345416694415,0.03531727131623157,0.02987816013763461,1
2025-01-21,101764.90860170545,120158523166.88387,2017837068202.1384,0.004834063922663168,-0.023000854743593258,0.0144722418617369,0.018872872319773446,0.025183594899344512,1
2025-01-22,106182.2368201815,95344290057.8965,2098829000928.49,0.04340718504219265,0.017708610412065173,0.061349226488230046,0.03638684221399358,0.030416566227456785,0
2025-01-23,103673.53509537787,55030669602.56557,2054288661793.9773,-0.023626378572642937,0.023679979892121228,-0.004676989684862742,0.03364367476667476,0.028837773421639883,1
2025-01-24,104067.60991206947,102455227371.20761,2062360759045.0,0.0038011129487294237,0.0226276556624887,-0.002559129999536447,0.03370065995578268,0.028895544184266507,0
2025-01-25,104835.19253555956,51418786362.7815,2076156720642.786,0.007375807171305704,-0.012686154718167586,0.03515026943045618,0.016961629495433533,0.023866284740278194,0
2025-01-26,104796.04077738234,22740744964.719296,2077647817531.3406,-0.00037346006842065016,0.010827311723978328,0.029785632565547226,0.0038785014591792405,0.024105499733035315,0
2025-01-27,102552.24874280207,20639818380.26942,2036324005947.406,-0.02141103822182311,-0.014561314231659406,-0.03418639676546631,0.014895823268068098,0.01458797472954963,1
2025-01-28,101958.46953745594,93191643783.24739,2019295541213.5288,-0.005790016431870826,-0.027440432249197677,-0.01654294469986095,0.010923484632975513,0.011260229679838512,1
2025-01-29,101313.11264498268,45780526813.56264,2007072201507.5273,-0.006329605528613502,-0.03323530265612251,-0.026468343699006414,0.008867140559722915,0.010557135963988757,1
2025-01-30,103718.97939813645,47425401641.53094,2056581551171.7,0.023746844710855086,0.011376938776452405,-0.010647313277404424,0.017210995427173994,0.01639694187212322,0
2025-01-31,104781.5135100103,42122570869.034325,2076760153260.6191,0.010244355642907044,0.027688175247837288,-0.0001386242005353422,0.015064341223301447,0.017326553256313583,0
2025-02-01,102382.39409722165,37187819228.35328,2028504133577.489,-0.02289639968370427,0.010554225650789117,-0.0016562742179004886,0.024000760829256243,0.017793838255344804,0
2025-02-02,100674.78762544956,22827776122.48367,1996423711261.7268,-0.016678712065968604,-0.029350383028755256,-0.012590243045329297,0.017615432995845632,0.01925461983499621,0
2025-02-03,97568.31653024875,59784234332.21204,1933691439792.2544,-0.0308564951411483,-0.06884035874393479,-0.03696260056540068,0.007106713867067491,0.023226206414273354,0
2025-02-04,101466.8606657039,122163969235.23686,2011121374511.8835,0.0399570708411936,-0.008942293639357168,-0.02171366075429204,0.03746816997036629,0.02904397588115289,0
2025-02-05,98118.43921664466,73196693057.98114,1943535291172.1597,-0.033000148295620035,-0.025392141062323792,-0.06359017034745429,0.04151688853177546,0.030142652646401428,0
2025-02-06,96582.88682919052,48848958931.79228,1912584628590.309,-0.01564998790964922,-0.010099894474992932,-0.05664555238397684,0.03811370897834453,0.02970049839910257,0
2025-02-07,96635.41875332211,44462180396.172516,1915093756057.5637,0.0005439050939168855,-0.04761595934558005,-0.040122944059793,0.016775347755113565,0.02991082711012443,0
2025-02-08,96558.4563096667,57077722340.22422,1911296376425.356,-0.0007964206566111187,-0.01589897800487361,-0.010350288459358259,0.008987649895541872,0.026997337157131044,1
2025-02-09,96558.23762501091,20760850644.84597,1914211835440.1182,-2.2647903057393393e-06,-0.000255212957376294,-0.04837661290088702,0.0006739755435658284,0.014633214446367962,0
2025-02-10,96548.57865379585,25457107581.051964,1913068773356.083,-0.00010003259641677698,-0.0008986363452093693,-0.0159996487447438,0.00043305088505507365,0.00697552008325514,1
2025-02-11,97399.98161383197,37054987393.57789,1930742951090.367,0.008818389373592916,0.008715190117232874,0.008460036880928001,0.005121063510283907,0.0040117856445045195,0
2025-02-12,95739.97737079239,36454577154.5622,1898788887978.3252,-0.017043167930165692,-0.008474266663775265,-0.009266182048794036,0.013136642338312547,0.009383898759448592,1
2025-02-13,97836.18856127483,47115618235.19051,1936842454813.9983,0.021894836911899418,0.013336394232131621,0.013232732796705005,0.019815742258275197,0.014237368364169207,0
2025-02-14,96561.6639990985,29084371910.690556,1914315097486.3862,-0.013027128109943664,-0.008606958654850727,3.548505204586938e-05,0.021415883661063066,0.015947371048080142,0
2025-02-15,97488.48148536457,32289906944.92862,1931656846871.4856,0.009598192987589016,0.018263051262278562,0.009735025048261292,0.017713724657990346,0.016496004834838818,0
2025-02-16,97569.95169430465,14215311318.346336,1934308378710.2861,0.0008356906138937692,-0.0027212514191866655,0.0017450730242081214,0.011408069845402213,0.01605742129434428,0
2025-02-17,96149.3484548204,13634794998.739267,1905012222220.3691,-0.014559843628242475,-0.004269971406892337,0.004275863597111185,0.01222984502206018,0.015406215043044886,1
2025-02-18,95776.15723852723,25324374113.08163,1898997753781.9536,-0.0038813702046928134,-0.017564374998439103,-0.021055923713313884,0.007887785198483495,0.01001366750775662,1
2025-02-19,95495.89153299287,38311133144.729355,1892702154844.508,-0.0029262575740679475,-0.021257160891193116,-0.01103722141859087,0.006458616457551373,0.008725423822134508,1
2025-02-20,96554.87156259285,27703222487.389572,1914337919659.5537,0.011089273188617854,0.00421763760534466,-0.009576617755728156,0.008381204232354772,0.009239253665966665,1
2025-02-21,98384.31738240314,24175261969.81266,1950376106325.3228,0.018947214057701167,0.027231831168381238,0.008346480386194788,0.011080245924524211,0.013252882684629664,0
2025-02-22,96135.15541305285,42477472950.92155,1906058197506.3809,-0.02286098058299446,0.006694150604784177,-0.0001476145392105277,0.022219706362345635,0.016032734363616238,0
2025-02-23,96564.15414290235,18464415570.762142,1915260330870.798,0.004462454218815859,9.61378764146037e-05,0.008227485076610863,0.021230102433703487,0.015952202510589562,0
2025-02-24,96327.46309127835,16643044374.983364,1909625674815.4763,-0.002451127478150239,-0.02090632273363391,0.008707930204496561,0.014206394129702794,0.01591881964520953,0
2025-02-25,91396.76686930266,45539703844.38777,1814176779160.4363,-0.051186816965203774,-0.04928882179876137,-0.0534214857294526,0.03033096993990269,0.027221036313451307,0
2025-02-26,88755.7693356979,96742453402.56294,1759750360550.3337,-0.02889596234165903,-0.08086214679257753,-0.09786669565720219,0.02439733223320655,0.02217059773202937,0
2025-02-27,83900.11496524839,69277430795.68657,1664314955447.7466,-0.05470804215649505,-0.12901147530745205,-0.12726915970786723,0.013997289565384038,0.027147188745260394,1
2025-02-28,84709.14477847965,305190442156.92804,1679555320077.2097,0.00964277359532062,-0.07317132016700667,-0.12276822046076052,0.03238447446928811,0.028682389832421683,1
2025-03-01,84441.9012237131,80695237175.07367,1674754437110.342,-0.0031548371249103813,-0.048603805073995865,-0.12338705376578518,0.03406498514383772,0.028542279024586087,1
2025-03-02,86005.25629681018,30634474722.6359,1705564098300.8237,0.01851397292625223,0.02509104227608927,-0.05899016734587925,0.010893532842540589,0.029944985722153424,1
2025-03-03,94261.53286538439,61859112550.80991,1868321705444.4878,0.09599734858159392,0.11276690505948217,0.062032739628026023,0.05212863378598063,0.05425693279590349,0
2025-03-04,86124.71418722175,68715362745.4567,1708198960874.3418,-0.08632173094175011,0.019928648444927255,0.026514853083273948,0.09150086071242329,0.06494638031601867,1
2025-03-05,87310.80531078295,65863356680.42408,1731441668069.6523,0.013771785889272525,0.01517987469820703,0.030712865052608285,0.0913053503634102,0.06501562301842025,0
2025-03-06,90604.08098523637,51606642859.81411,1797706868227.531,0.03771899323034544,-0.03880110760951927,0.0729753791923482,0.06580055990665587,0.0658640486821725,0
2025-03-07,90001.40087607042,47555759124.64708,1782785866811.654,-0.006651798711629353,0.04501247667912556,0.04646395756870092,0.022208702216865963,0.06657551135816278,0
2025-03-08,86773.33597555371,63216440874.73251,1720436931689.2776,-0.03586682950592812,-0.006155816949759085,-0.07944064415464824,0.037052122093172414,0.04795286787074051,0
2025-03-09,86142.9833586432,18809360803.37126,1708605516770.228,-0.0072643584555524,-0.04923727030927105,0.00021212461015251982,0.016693285096805118,0.027364429532519243,0
2025-03-10,80751.13893300897,32013406240.51754,1602073794580.0344,-0.06259180046256474,-0.1027790884699541,-0.07513006384977017,0.027669029804277503,0.037447313693399535,1
2025-03-11,78783.94057934263,49983692766.22745,1563547150147.7332,-0.024361245917513652,-0.09207200929167803,-0.1304592494881086,0.028328444776550485,0.02321261526332548,1
2025-03-12,82799.1080292053,56404462275.083046,1642997419531.6057,0.050964288157419935,-0.038817733018558176,-0.08002423047595109,0.05777902827030746,0.04241394122494835,1
2025-03-13,83884.24578828987,41782186208.59073,1662502658717.542,0.013105669673419973,0.038799537649619076,-0.03329467692791899,0.037662936779388305,0.04228273354565031,1
2025-03-14,81098.90052436228,32583592654.882656,1608477373718.186,-0.033204629042709044,0.02938365265809817,-0.05855477297878875,0.04215512104781645,0.04402755390011332,1
2025-03-15,83971.70916064628,28571483950.074646,1665725559905.8198,0.03542352137586624,0.014162001975037919,0.0398826601109501,0.03500607876180006,0.036634601146304735,1
2025-03-16,84391.69087647168,10761796127.312485,1674173293916.4658,0.00500146680380098,0.006049349116907132,0.07117885010437552,0.03438757089921938,0.03215215122284744,0
2025-03-17,82610.61750343916,21638031633.118767,1638672153483.722,-0.02110484284098013,0.01864041274669015,-0.00227648014879156,0.028291626466404506,0.02738356982477043,1
